run_id,loop,estimator,T,time,estimation_error_norm
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.59,0.319614
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.59,0.319762
33e0cf8b (Q1),1,EKF,30.0,0.60,0.332785
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.60,0.333086
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.60,0.333006
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.60,0.330531
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.60,0.329807
33e0cf8b (Q1),1,EKF,30.0,0.61,0.325265
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.61,0.326408
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.61,0.325197
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.61,0.321941
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.61,0.322138
33e0cf8b (Q1),1,EKF,30.0,0.62,0.320849
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.62,0.321653
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.62,0.320507
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.62,0.317716
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.62,0.317896
33e0cf8b (Q1),1,EKF,30.0,0.63,0.317345
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.63,0.317654
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.63,0.316592
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.63,0.314322
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.63,0.314160
33e0cf8b (Q1),1,EKF,30.0,0.64,0.321795
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.64,0.322255
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.64,0.320952
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.64,0.320187
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.64,0.317463
33e0cf8b (Q1),1,EKF,30.0,0.65,0.319602
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.65,0.319060
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.65,0.317920
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.65,0.317886
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.65,0.314966
33e0cf8b (Q1),1,EKF,30.0,0.66,0.320752
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.66,0.320580
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.66,0.319059
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.66,0.316943
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.66,0.315334
33e0cf8b (Q1),1,EKF,30.0,0.67,0.313620
33e0cf8b (Q1),1,MHE (Newton+L1AO N=10),30.0,0.67,0.312505
33e0cf8b (Q1),1,MHE (Newton+L1AO N=20),30.0,0.67,0.311057
33e0cf8b (Q1),1,MHE (Newton+L1AO N=50),30.0,0.67,0.307631
33e0cf8b (Q1),1,MHE (Newton+L1AO N=100),30.0,0.67,0.307750
